"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"143574",266485,0,"Cash loans","F","Y","Y",1,157500,447768,27522,405000,"Unaccompanied","Working","Higher education","Widow","House / apartment",0.020713,-14925,-2140,-2938,-4765,1,1,0,1,0,0,"Realty agents",2,3,2,"MONDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0.515135092209601,0.746300213050371,"reg oper account","block of flats","Panel","No",0,0,0,0,-875,0,0,0,0,0,3,0.1605,0.9816,0.7484,0.0406,0.2,0.1724,0.3333,0.375,0.088,0.1219,0.1628,0.0579,0.1224,0.1681,0.1666,0.7583,0.9816,0.0409,0.2014,0.375,0.1696,0.1665,0.7518,0.1724,0.0895,0.0582,0.1249,"reg oper account",0.1657,0.375,0.2,0.9816,0.1295,0.1331,0.3333,0.0409,0.1666,0.0579,0.088,0.1724,0.7484,0.1649,0.467871326962162
"285992",431225,0,"Cash loans","F","Y","Y",1,135000,284400,19134,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.019689,-12972,-4833,-3438,-4124,1,1,0,1,0,0,"Laborers",3,2,2,"SATURDAY",13,0,0,0,0,0,0,"Industry: type 11",0.696149672942219,0.450747281854559,"","","","",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234832638901869
"44637",151709,0,"Cash loans","M","Y","N",0,360000,1125000,32895,1125000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.025164,-14296,-438,-333,-4621,1,1,1,1,1,0,"",2,2,2,"FRIDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0.263707913102358,NA,"reg oper account","block of flats","Panel","No",5,0,5,0,-1446,NA,NA,NA,NA,NA,NA,0,0.9757,0.6668,0.0014,0,0.069,0.0417,0.0833,0.0169,0.0134,0.0092,0,0.0144,0.0168,0,0.6798,0.9757,0.0014,0,0.0833,0.0095,0.0167,0.6713,0.069,0.0172,0,0.0147,"reg oper account",0.0093,0.0833,0,0.9757,0.0153,0.0147,0.0417,0.0014,0,0,0.0169,0.069,0.6668,0.0165,NA
"29406",134146,0,"Revolving loans","M","Y","Y",1,135000,270000,13500,270000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018029,-16329,-545,-3649,-4396,1,1,0,1,0,0,"Drivers",3,3,3,"FRIDAY",11,0,0,0,0,0,0,"Transport: type 3",0.676638541267116,0.743559314131144,"","","","",1,0,1,0,-1129,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212600",346367,0,"Cash loans","F","N","N",0,270000,524403,39339,495000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","Municipal apartment",0.072508,-21874,365243,-14058,-5411,1,0,0,1,1,0,"",1,1,1,"FRIDAY",14,0,0,0,0,0,0,"XNA",0.644642400482545,0.563835048951496,"reg oper account","block of flats","Block","No",0,0,0,0,0,0,0,0,0,0,3,0.0391,0.9806,0.7348,0,0.08,0.0345,0.5417,0.5833,0.0068,0.0824,0.0846,0,0,0.1029,0.0406,0.7452,0.9806,0,0.0806,0.5833,0.0881,0.102,0.7383,0.0345,0.0069,0,0,"reg oper account",0.0861,0.5833,0.08,0.9806,0,0.09,0.5417,0,0.0406,0,0.0068,0.0345,0.7348,0.101,NA
"306570",455191,0,"Cash loans","F","N","Y",0,180000,675000,21906,675000,"Unaccompanied","Commercial associate","Secondary / secondary special","Separated","House / apartment",0.010643,-19247,-10385,-8914,-2758,1,1,0,1,0,0,"High skill tech staff",1,2,2,"WEDNESDAY",17,0,0,0,0,0,0,"Business Entity Type 2",0.255246013168793,0.563835048951496,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-1683,0,0,0,0,0,0,0.0182,0.9707,0.5988,0.0046,0,0.1034,0.0833,0.125,0.0197,0.0177,0.0281,0.0193,0.032,0.0273,0.0189,0.6145,0.9707,0.0047,0,0.125,0.0292,0.0271,0.6042,0.1034,0.0201,0.0194,0.0327,"reg oper account",0.0286,0.125,0,0.9707,0.0339,0.0193,0.0833,0.0047,0.0189,0.0193,0.0197,0.1034,0.5988,0.0268,NA
"302192",450101,0,"Cash loans","F","N","N",1,153000,526491,22261.5,454500,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.008866,-14327,-2564,-2325,-4531,1,1,0,1,0,0,"Medicine staff",3,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Other",0.773461284174566,0.475849908720221,"","","","No",0,0,0,0,-2481,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45538",152741,0,"Cash loans","F","Y","Y",1,157500,980937,47322,805500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.007274,-10884,-822,-2345,-2347,1,1,0,1,1,0,"Sales staff",3,2,2,"FRIDAY",17,1,1,0,0,0,0,"Trade: type 7",0.72599666378989,NA,"","","","",0,0,0,0,-554,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245680404743266
"32647",137837,1,"Cash loans","F","Y","N",0,112500,545040,26509.5,450000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","With parents",0.00963,-10005,-1027,-4637,-2600,1,1,1,1,0,0,"Laborers",1,2,2,"FRIDAY",17,0,0,0,0,1,1,"Business Entity Type 2",0.40937809734788,0.0664391717340481,"","","","",0,0,0,0,-551,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174642",302386,0,"Cash loans","F","N","N",0,202500,625536,19093.5,540000,"Spouse, partner","Pensioner","Higher education","Civil marriage","House / apartment",0.016612,-20668,365243,-10492,-4010,1,0,0,1,1,0,"",2,2,2,"FRIDAY",16,0,0,0,0,0,0,"XNA",0.611013189830295,0.602386344269087,"","","","",0,0,0,0,-3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194979",326095,0,"Cash loans","F","N","Y",0,202500,432567,22216.5,328500,"Family","Pensioner","Secondary / secondary special","Separated","House / apartment",0.003122,-20129,365243,-632,-3609,1,0,0,1,0,0,"",1,3,3,"MONDAY",10,0,0,0,0,0,0,"XNA",0.553286860627589,0.0739651461172267,"","","","No",4,0,4,0,-874,1,0,0,0,0,5,NA,0.9841,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,NA,NA,NA,NA,NA,0.9841,NA,NA,NA,0.0149,NA,NA,NA,NA,NA,NA,"",0.0146,NA,NA,0.9841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289826",435768,0,"Cash loans","F","N","Y",1,135000,345645,16240.5,243000,"Family","Working","Incomplete higher","Civil marriage","House / apartment",0.009657,-13408,-1175,-6496,-388,1,1,0,1,0,0,"Core staff",3,2,2,"TUESDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0.231156750476442,NA,"","block of flats","Panel","No",2,0,2,0,-74,NA,NA,NA,NA,NA,NA,0.0955,0.9871,0.8232,0,0.2,0.1724,0.3333,0.0417,0.1091,0.1513,0.1909,0,0.079,0.1891,0.0991,0.8301,0.9871,0,0.2014,0.0417,0.1989,0.1874,0.8256,0.1724,0.111,0,0.0807,"",0.1943,0.0417,0.2,0.9871,0.0837,0.1653,0.3333,0,0.0991,0,0.1091,0.1724,0.8232,0.1856,NA
"78686",191212,0,"Cash loans","M","N","Y",2,315000,1467612,62311.5,1350000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.008019,-14049,-1818,-1310,-4550,1,1,0,1,1,0,"Managers",4,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Security",0.474608148155401,0.212756305454341,"reg oper account","block of flats","Panel","No",2,1,2,0,-3087,0,0,0,0,2,6,0.1132,0.9861,0.8096,0.0655,0.12,0.1034,0.3333,0.375,0.0436,0.0908,0.1306,0,0,0.1134,0.1175,0.8171,0.9861,0.0661,0.1208,0.375,0.1361,0.1124,0.8121,0.1034,0.0444,0,0,"reg oper account",0.133,0.375,0.12,0.9861,0,0.0992,0.3333,0.0661,0.1175,0,0.0436,0.1034,0.8096,0.1113,0.691197550035324
"249749",388971,0,"Revolving loans","M","N","Y",0,270000,270000,13500,270000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.018801,-9447,-776,-1952,-2126,1,1,0,1,0,0,"Sales staff",1,2,2,"SUNDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0.279442125357715,0.41534714488434,"","","","",3,1,3,1,-825,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202259",334464,0,"Cash loans","F","N","Y",0,292500,942300,30528,675000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.030755,-17002,-956,-7885,-556,1,1,0,1,0,0,"Cleaning staff",1,2,2,"SATURDAY",17,0,0,0,0,0,0,"Self-employed",0.621325257019514,0.424130311194255,"","","","",0,0,0,0,-206,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39505",145742,0,"Cash loans","F","N","Y",1,157500,755190,36459,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010032,-11509,-122,-1444,-3916,1,1,0,1,0,0,"High skill tech staff",3,2,2,"SATURDAY",11,0,0,0,0,0,0,"Transport: type 2",0.542942167513643,NA,"reg oper account","block of flats","Panel","No",1,0,1,0,-138,NA,NA,NA,NA,NA,NA,0.0947,0.9816,0.7484,0.0691,0.16,0.1379,0.3333,0.375,0.0803,0.1185,0.1584,0.0039,0.0062,0.1492,0.0982,0.7583,0.9816,0.0697,0.1611,0.375,0.1651,0.1478,0.7518,0.1379,0.0817,0.0039,0.0063,"reg oper account",0.1613,0.375,0.16,0.9816,0.0066,0.1295,0.3333,0.0697,0.0982,0.0039,0.0803,0.1379,0.7484,0.1464,0.309626715046428
"719",100829,0,"Cash loans","F","N","N",0,90000,253737,14697,229500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.009175,-21082,365243,-5685,-4225,1,0,0,1,0,0,"",2,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"XNA",0.314586618741344,0.694092642526666,"","block of flats","Panel","No",2,0,2,0,-390,0,0,0,0,0,0,0.0758,0.9916,NA,NA,0.16,0.1379,0.375,NA,0.1096,NA,0.1973,NA,0,0.1702,0.0787,NA,0.9916,NA,0.1611,NA,0.2056,0.1686,NA,0.1379,0.1116,NA,0,"",0.2009,NA,0.16,0.9916,0,NA,0.375,NA,0.0787,NA,0.1096,0.1379,NA,0.167,NA
"269127",411886,0,"Cash loans","F","N","Y",0,112500,545040,20677.5,450000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.008866,-19508,-681,-9595,-3003,1,1,1,1,0,0,"Cooking staff",1,2,2,"WEDNESDAY",16,0,0,0,0,0,0,"Kindergarten",0.635580101965958,0.350695843282959,"reg oper account","block of flats","Wooden","No",1,1,1,1,0,0,0,0,0,0,1,0,0.9672,0.7688,0,0,0.0517,0.0208,0,0,0.0034,0.0033,0,0,0.0021,0,0.7779,0.9518,0,0,0,9e-04,0.0031,0.7719,0.0517,0,0,0,"reg oper account",0.0033,0,0,0.9672,0,0.0037,0,0,0,0,0,0.0517,0.7688,0.0031,NA
"303986",452201,0,"Cash loans","M","N","N",0,193500,675000,26154,675000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.008575,-14461,-3951,-8485,-2989,1,1,0,1,0,0,"",2,2,2,"WEDNESDAY",10,0,0,0,1,1,1,"Other",0.73053610247449,0.452533559258175,"reg oper account","block of flats","Panel","No",1,0,1,0,-2372,0,0,0,4,0,1,0.1015,0.9846,0.7892,0.0275,0.2,0.1724,0.3333,0.0417,0.0753,0.1345,0.2055,0,0,0.1681,0.1054,0.7975,0.9846,0.0277,0.2014,0.0417,0.2141,0.1665,0.792,0.1724,0.0767,0,0,"reg oper account",0.2092,0.0417,0.2,0.9846,0,0.1469,0.3333,0.0277,0.1054,0,0.0753,0.1724,0.7892,0.1649,0.437689439732445
"303075",451132,0,"Cash loans","M","Y","N",0,180000,254700,17149.5,225000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.007305,-13525,-803,-6727,-4076,1,1,1,1,1,0,"",2,3,3,"SATURDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0.64178695272706,0.652896551980654,"reg oper account","block of flats","Block","No",0,0,0,0,-1567,0,0,0,0,0,1,0,0.9712,0.6056,0.0097,0,0.1379,0.125,0.1667,0.0326,0.0403,0.0621,0.0154,0.0217,0.0546,0,0.621,0.9712,0.0097,0,0.1667,0.0647,0.0541,0.6109,0.1379,0.0332,0.0155,0.0222,"reg oper account",0.0632,0.1667,0,0.9712,0.023,0.0441,0.125,0.0097,0,0.0154,0.0326,0.1379,0.6056,0.0536,0.213415032847096
"303126",451192,0,"Cash loans","F","N","Y",0,135000,450000,23107.5,450000,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.028663,-21260,365243,-8389,-2688,1,0,0,1,0,1,"",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"XNA",0.597906822782587,0.358951228578397,"","block of flats","Panel","No",3,0,3,0,-1688,0,0,1,0,0,3,NA,0.9876,NA,NA,0.16,0.1379,0.3333,NA,NA,NA,0.1427,NA,0.3827,0.1334,NA,NA,0.9876,NA,0.1611,NA,0.1486,0.1322,NA,0.1379,NA,NA,0.3907,"",0.1452,NA,0.16,0.9876,0.4051,NA,0.3333,NA,NA,NA,NA,0.1379,NA,0.1309,NA
"44985",152110,0,"Cash loans","M","Y","N",0,427500,1354500,37246.5,1354500,"Unaccompanied","Commercial associate","Higher education","Civil marriage","House / apartment",0.01885,-12087,-1198,-493,-4335,1,1,0,1,0,0,"Managers",2,2,2,"THURSDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0.628771623003854,0.730987369683217,"","block of flats","Stone, brick","No",0,0,0,0,-3413,0,0,0,0,0,1,0.1141,0.9687,NA,NA,0,0.2759,0.125,NA,0.119,NA,0.0914,NA,0.0462,0.0819,0.1184,NA,0.9687,NA,0,NA,0.0952,0.0812,NA,0.2759,0.1211,NA,0.0472,"",0.093,NA,0,0.9687,0.0489,NA,0.125,NA,0.1184,NA,0.119,0.2759,NA,0.0804,0.744462181716765
"38754",144885,0,"Cash loans","F","N","Y",0,135000,225000,24003,225000,"Unaccompanied","Commercial associate","Incomplete higher","Civil marriage","House / apartment",0.04622,-8145,-587,-2580,-810,1,1,1,1,1,1,"",2,1,1,"MONDAY",10,1,1,0,1,1,0,"Business Entity Type 3",0.499395058418552,NA,"","","","",4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304556",452852,0,"Cash loans","F","Y","Y",0,270000,538389,40383,477000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.0228,-19444,-1315,-3428,-1772,1,1,0,1,1,0,"Laborers",2,2,2,"WEDNESDAY",12,0,0,0,0,1,1,"Self-employed",0.639924733031775,0.297086611647203,"reg oper account","block of flats","Stone, brick","No",1,1,1,1,-439,0,0,0,1,0,1,0.0704,0.9786,0.7076,0.0218,0,0.1379,0.1667,0.0417,0.0548,0.0555,0.0623,0,0,0.0693,0.073,0.719,0.9786,0.022,0,0.0417,0.0649,0.0687,0.7115,0.1379,0.0558,0,0,"reg oper account",0.0634,0.0417,0,0.9786,0,0.0606,0.1667,0.022,0.073,0,0.0548,0.1379,0.7076,0.068,0.805792426610994
"258793",399489,0,"Cash loans","F","N","Y",0,67500,225000,11893.5,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.015221,-21711,-1214,-8523,-4035,1,1,0,1,0,0,"Cleaning staff",2,2,2,"SATURDAY",12,0,0,0,0,0,0,"Agriculture",0.536167720331735,0.160488930627345,"","","","",13,1,13,1,-1143,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108452",225798,0,"Cash loans","F","N","Y",0,202500,1012500,29605.5,1012500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.025164,-12819,-4758,-6902,-1362,1,1,0,1,1,0,"Private service staff",1,2,2,"TUESDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0.4522577701749,0.698667555053417,"reg oper account","block of flats","Panel","No",2,0,2,0,-1013,0,0,0,2,0,5,0.065,0.9757,0.6668,0.0292,0,0.1379,0.1667,0.2083,0.0608,0.0672,0.0703,0.0039,0.0027,0.0851,0.0675,0.6798,0.9757,0.0294,0,0.2083,0.0733,0.0843,0.6713,0.1379,0.0619,0.0039,0.0028,"reg oper account",0.0716,0.2083,0,0.9757,0.0029,0.0735,0.1667,0.0294,0.0675,0.0039,0.0608,0.1379,0.6668,0.0835,0.497737710077842
"119965",239111,0,"Cash loans","F","N","N",0,225000,459000,22081.5,459000,"Unaccompanied","Pensioner","Secondary / secondary special","Single / not married","House / apartment",0.00702,-18987,365243,-13003,-2504,1,0,0,1,0,0,"",1,2,2,"FRIDAY",12,0,0,0,0,0,0,"XNA",0.520376645230361,0.510089527625728,"","","","",2,0,2,0,-1511,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553977853191736
"300547",448191,0,"Cash loans","F","N","Y",0,247500,1271929.5,54018,1170000,"Family","Commercial associate","Higher education","Civil marriage","House / apartment",0.010643,-16480,-113,-2538,-14,1,1,0,1,0,0,"Sales staff",2,2,2,"TUESDAY",11,1,1,1,1,0,0,"Industry: type 3",0.753176480372162,0.438281374311192,"","","","",0,0,0,0,-859,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389581602721199
"173389",300930,0,"Cash loans","M","Y","Y",0,157500,675000,21906,675000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.01452,-19536,-2715,-5961,-2928,1,1,0,1,0,0,"Laborers",2,2,2,"SATURDAY",8,0,0,0,0,1,1,"Business Entity Type 3",0.344191494398425,0.672242889708242,"","","","",1,0,1,0,-1773,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289365",435237,0,"Cash loans","F","N","Y",0,90000,407520,25060.5,360000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.019689,-17640,-2031,-1768,-1190,1,1,0,1,1,0,"Cooking staff",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"Medicine",0.647961609137892,0.570916541772999,"","","","",0,0,0,0,-372,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8778",110208,0,"Cash loans","F","N","Y",0,157500,101880,11493,90000,"Unaccompanied","Commercial associate","Secondary / secondary special","Separated","House / apartment",0.003069,-12662,-457,-74,-4559,1,1,0,1,0,0,"Laborers",1,3,3,"SUNDAY",14,0,0,0,0,0,0,"Services",0.750061631843565,0.740799087970234,"","block of flats","Stone, brick","No",0,0,0,0,-1686,0,0,0,0,2,3,0.0702,0.9851,NA,NA,0,0.2069,0.1667,NA,0.0394,NA,0.0501,NA,0.0113,0.0935,0.0729,NA,0.9851,NA,0,NA,0.0522,0.0926,NA,0.2069,0.0401,NA,0.0115,"",0.051,NA,0,0.9851,0.0119,NA,0.1667,NA,0.0729,NA,0.0394,0.2069,NA,0.0918,0.347506893533956
"193498",324385,0,"Cash loans","M","N","N",0,202500,135531,14359.5,117000,"Unaccompanied","Commercial associate","Incomplete higher","Single / not married","Municipal apartment",0.018029,-10105,-1046,-3517,-2678,1,1,0,1,0,0,"High skill tech staff",1,3,3,"MONDAY",12,1,1,0,1,1,0,"Business Entity Type 1",0.336332579418448,0.332850564164873,"","","","",0,0,0,0,-308,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178803",307196,0,"Cash loans","F","N","Y",0,135000,62361,6295.5,58500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.030755,-24629,365243,-5045,-3940,1,0,0,1,0,0,"",2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"XNA",0.618599752574354,0.742181611761442,"","","","",0,0,0,0,-1743,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73125",184781,0,"Cash loans","F","N","N",1,135000,284400,13963.5,225000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.072508,-11077,-2159,-1777,-1791,1,1,1,1,1,0,"Accountants",3,1,1,"THURSDAY",14,1,0,1,1,0,1,"Business Entity Type 1",0.339091068898591,0.680138821842829,"reg oper account","block of flats","Block","No",0,0,0,0,-5,0,0,0,0,0,0,0.0434,0.9747,0.6532,0,0.08,0.069,0.3125,0.3542,0.0173,0.071,0.0874,0.0019,0.0079,0.0357,0.0095,0.6472,0.9732,0,0,0.2083,0.0311,0.1051,0.6578,0.069,0.0176,0.0019,0.008,"reg oper account",0.0889,0.3542,0.08,0.9747,0,9e-04,0.1667,0,0.0095,0.0019,0.0173,0.069,0.6532,0.1041,0.277389185897671
"51514",159648,0,"Cash loans","M","N","Y",0,225000,254700,26874,225000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.04622,-12394,-381,-135,-4856,1,1,0,1,0,0,"Laborers",2,1,1,"SATURDAY",13,0,1,1,0,0,0,"Trade: type 7",0.740657567978298,NA,"","","","No",5,0,5,0,-1640,0,0,0,2,0,5,NA,NA,NA,NA,0.32,0.1379,0.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3222,NA,NA,NA,NA,0.1379,NA,NA,NA,"",NA,NA,0.32,NA,NA,NA,0.8333,NA,NA,NA,NA,0.1379,NA,NA,0.328777949987717
